id,pos_x,pos_y,pos_z,scale_x,scale_y,scale_z,rot_w,rot_x,rot_y,rot_z,color_r,color_g,color_b,opacity
0,-0.415874,-1.507210,-0.109244,0.011844,0.011844,0.011844,1.000000,0.000000,0.000000,0.000000,0.837805,0.759374,0.735844,0.095589
0,-0.334952,-1.529600,-0.105350,0.021644,0.021644,0.021644,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-0.186926,-1.494660,-0.140783,0.009552,0.009552,0.009552,1.000000,0.000000,0.000000,0.000000,0.524080,0.539766,0.516237,0.095589
0,-1.393400,-1.480150,-0.088894,0.009363,0.009363,0.009363,1.000000,0.000000,0.000000,0.000000,0.508394,0.508394,0.492707,0.095589
0,-1.307500,-1.483150,-0.085470,0.015935,0.015935,0.015935,1.000000,0.000000,0.000000,0.000000,0.924080,0.751531,0.696629,0.095589
0,-1.096870,-1.450780,-0.163884,0.018982,0.018982,0.018982,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-1.039610,-1.451200,-0.168073,0.012572,0.012572,0.012572,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-1.041560,-1.487370,-0.079706,0.014569,0.014569,0.014569,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.994668,0.095589
0,-1.024070,-1.450610,-0.169301,0.017184,0.017184,0.017184,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-0.973638,-1.452740,-0.168962,0.008300,0.008300,0.008300,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-0.932778,-1.452080,-0.169931,0.014052,0.014052,0.014052,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-0.914562,-1.451840,-0.171359,0.010505,0.010505,0.010505,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-0.916738,-1.494670,-0.088684,0.010899,0.010899,0.010899,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.971139,0.095589
0,-0.859246,-1.486080,-0.093709,0.018625,0.018625,0.018625,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-0.837741,-1.499330,-0.091461,0.014675,0.014675,0.014675,1.000000,0.000000,0.000000,0.000000,1.000000,0.986825,0.869178,0.095589
0,-0.791352,-1.499570,-0.092166,0.014081,0.014081,0.014081,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.924080,0.095589
0,-0.767112,-1.499730,-0.093510,0.027135,0.027135,0.027135,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-0.776759,-1.452390,-0.177802,0.009094,0.009094,0.009094,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-0.635533,-1.430750,-0.153726,0.021971,0.021971,0.021971,1.000000,0.000000,0.000000,0.000000,0.461335,0.351531,0.351531,0.095589
0,-0.605530,-1.430320,-0.158524,0.011037,0.011037,0.011037,1.000000,0.000000,0.000000,0.000000,0.477021,0.422119,0.280942,0.095589
0,-0.578405,-1.432480,-0.156229,0.009863,0.009962,0.009962,1.000000,0.000000,0.000000,0.000000,0.477021,0.375060,0.304472,0.095589
0,-0.544195,-1.491390,-0.104022,0.016402,0.016402,0.016402,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.095589
0,-0.444200,-1.497820,-0.108636,0.007622,0.007622,0.007622,1.000000,0.000000,0.000000,0.000000,0.892707,0.728001,0.633884,0.095589
