splat_id,pos_x,pos_y,pos_z,scale_x,scale_y,scale_z,rot_w,rot_x,rot_y,rot_z,opacity,sh0_r,sh0_g,sh0_b,shN_0_r,shN_0_g,shN_0_b,shN_1_r,shN_1_g,shN_1_b,shN_2_r,shN_2_g,shN_2_b,shN_3_r,shN_3_g,shN_3_b,shN_4_r,shN_4_g,shN_4_b,shN_5_r,shN_5_g,shN_5_b,shN_6_r,shN_6_g,shN_6_b,shN_7_r,shN_7_g,shN_7_b,shN_8_r,shN_8_g,shN_8_b,shN_9_r,shN_9_g,shN_9_b,shN_10_r,shN_10_g,shN_10_b,shN_11_r,shN_11_g,shN_11_b,shN_12_r,shN_12_g,shN_12_b,shN_13_r,shN_13_g,shN_13_b,shN_14_r,shN_14_g,shN_14_b
18188,1.63557,-1.19998,0.309096,0.0119858,0.0119858,0.0119858,1,0,0,0,0.5,-0.980063,-0.882751,-0.910555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18189,0.253206,-0.514747,-0.290142,0.00983983,0.00983983,0.00983983,1,0,0,0,0.5,0.52131,0.243278,0.0208525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18190,1.27144,-1.41697,0.13133,0.00715633,0.00715633,0.00715633,1,0,0,0,0.5,1.07737,1.10518,0.993964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18191,0.253206,-0.514747,-0.290142,0.00983983,0.00983983,0.00983983,1,0,0,0,0.5,0.52131,0.243278,0.0208525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18192,1.31814,-1.09458,1.39494,0.0463272,0.0463272,0.0463272,1,0,0,0,0.5,0.284983,0.396196,0.0764589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18193,0.145086,-0.51432,-0.285935,0.00783094,0.00783094,0.00783094,1,0,0,0,0.5,-0.25718,-0.688129,-0.618621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18194,1.51308,-1.55731,0.577139,0.0154318,0.0154318,0.0154318,1,0,0,0,0.5,1.60563,1.75855,1.75855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18195,0.144949,-0.514277,-0.286424,0.00770903,0.00770903,0.00770903,1,0,0,0,0.5,-0.25718,-0.688129,-0.618621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18196,1.30437,-1.63126,0.898228,0.00710281,0.00710281,0.00710281,1,0,0,0,0.5,1.07737,1.07737,1.02177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18197,0.108475,-0.51413,-0.285657,0.012985,0.012985,0.012985,1,0,0,0,0.5,-0.465704,-0.646424,-0.646424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18198,1.30539,-1.63023,0.898365,0.00738412,0.00738412,0.00738412,1,0,0,0,0.5,1.07737,1.07737,1.02177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18199,0.108475,-0.51413,-0.285657,0.012985,0.012985,0.012985,1,0,0,0,0.5,-0.465704,-0.646424,-0.646424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18200,0.0912172,-0.513881,-0.284316,0.0117116,0.0117116,0.0117116,1,0,0,0,0.5,-0.104262,-0.326688,-0.410097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18201,0.0911103,-0.513824,-0.284947,0.011696,0.011696,0.011696,1,0,0,0,0.5,-0.104262,-0.326688,-0.410097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18202,1.56306,0.473023,0.955754,0.0110514,0.0110514,0.0110514,1,0,0,0,0.5,-0.882751,-1.02177,-1.13298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18203,0.142916,-0.53923,-0.276313,0.0116918,0.0116918,0.0116918,1,0,0,0,0.5,-0.382294,-0.715932,-0.674227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18204,1.59735,0.430483,0.920527,0.0123326,0.0123326,0.0123326,1,0,0,0,0.5,-0.924456,-0.715932,-1.03567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18205,0.142916,-0.53923,-0.276313,0.0116918,0.0116918,0.0116918,1,0,0,0,0.5,-0.382294,-0.715932,-0.674227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18206,1.58721,0.390273,0.756176,0.0164595,0.0164595,0.0164595,1,0,0,0,0.5,-1.20249,-0.771539,-1.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18207,-0.0136022,-0.512487,-0.277486,0.010329,0.010329,0.010329,1,0,0,0,0.5,0.298884,-0.0764588,-0.340589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18208,1.6084,0.10981,-0.207557,0.0140768,0.0140768,0.0140768,1,0,0,0,0.5,-0.882751,-0.757637,-1.13298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18209,-0.0134817,-0.522061,-0.279924,0.00939116,0.00939116,0.00939116,1,0,0,0,0.5,0.298884,0.0486557,-0.118164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18210,1.89047,0.0917403,-0.160532,0.0100167,0.0100167,0.0100167,1,0,0,0,0.5,-0.535212,0.86885,1.56393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18211,-0.0134817,-0.522061,-0.279924,0.00939116,0.00939116,0.00939116,1,0,0,0,0.5,0.298884,0.0486557,-0.118164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18212,1.91196,0.0840205,-0.166505,0.00682494,0.00682494,0.00682494,1,0,0,0,0.5,0.271081,1.10518,1.56393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18213,-0.0303574,-0.54133,-0.272007,0.0126784,0.0126784,0.0126784,1,0,0,0,0.5,-0.4379,-0.854948,-0.86885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18214,1.91392,0.0816931,-0.157315,0.00972935,0.00972935,0.00972935,1,0,0,0,0.5,-0.60472,0.882752,1.55003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18215,-0.104787,-0.520148,-0.426853,0.00929962,0.00929962,0.00929962,1,0,0,0,0.5,-0.145967,-0.688129,-0.702031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18216,1.62882,0.449384,1.07282,0.0107528,0.0107528,0.0107528,1,0,0,0,0.5,-0.646424,-0.340589,-0.674227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18217,-0.105026,-0.520192,-0.427599,0.00948298,0.00948298,0.00948298,1,0,0,0,0.5,-0.145967,-0.688129,-0.702031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18218,1.61254,0.449598,0.99441,0.0130408,0.0130408,0.0130408,1,0,0,0,0.5,-1.49442,-1.45272,-1.56393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,-0.117192,-0.544205,-0.418686,0.0117387,0.0117387,0.0117387,1,0,0,0,0.5,-0.17377,-0.688129,-0.743735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18220,1.62554,0.435711,1.02071,0.0141265,0.0141265,0.0141265,1,0,0,0,0.5,-0.729834,-0.423999,-0.924456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,-0.181388,-0.537433,-0.423965,0.0101003,0.0101003,0.0101003,1,0,0,0,0.5,0.757637,0.354491,0.104262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18222,1.56234,0.386997,0.832019,0.0131806,0.0131806,0.0131806,1,0,0,0,0.5,-1.50832,-1.42491,-1.48052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18223,-0.210195,-0.527158,-0.420805,0.0100349,0.0100349,0.0100349,1,0,0,0,0.5,-0.132065,-0.52131,-0.590818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18224,1.60337,0.344635,0.744868,0.00813907,0.00813907,0.00813907,1,0,0,0,0.5,-1.52223,-1.38321,-1.53613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18225,-0.245574,-0.525193,-0.422354,0.0107243,0.0107243,0.0107243,1,0,0,0,0.5,0.17377,-0.354491,-0.410097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18226,1.58447,0.311362,0.654934,0.0125701,0.0125701,0.0125701,1,0,0,0,0.5,-0.674227,-0.368392,-0.841047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18227,-0.245574,-0.525193,-0.422354,0.0107243,0.0107243,0.0107243,1,0,0,0,0.5,0.17377,-0.354491,-0.410097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18228,1.57012,0.333131,0.629483,0.014211,0.014211,0.014211,1,0,0,0,0.5,-1.61954,-1.60563,-1.59173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18229,-0.198934,-0.552438,-0.413718,0.00878531,0.00878531,0.00878531,1,0,0,0,0.5,-0.451802,-0.646424,-0.618621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18230,-0.20431,-0.556635,-0.411991,0.00767857,0.00767857,0.00767857,1,0,0,0,0.5,0.966161,0.563015,0.423999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18231,1.58618,0.0582328,-0.153997,0.00985601,0.00985601,0.00985601,1,0,0,0,0.5,-0.563015,-0.187672,-0.618621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18232,-0.20431,-0.556635,-0.411991,0.00767857,0.00767857,0.00767857,1,0,0,0,0.5,0.966161,0.563015,0.423999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18233,1.59024,0.359333,0.876488,0.0105293,0.0105293,0.0105293,1,0,0,0,0.5,-1.2859,-1.272,-1.3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18234,-0.225044,-0.552474,-0.412222,0.0122426,0.0122426,0.0122426,1,0,0,0,0.5,-0.284983,-0.632523,-0.646424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18235,1.59486,0.283454,0.586682,0.0101,0.0101,0.0101,1,0,0,0,0.5,-1.42491,-1.272,-1.46662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18236,-0.264098,-0.543841,-0.4135,0.0118103,0.0118103,0.0118103,1,0,0,0,0.5,0.0069509,-0.563015,-0.660326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18237,1.56101,0.0828358,0.0220481,0.0178939,0.0178939,0.0178939,1,0,0,0,0.5,-1.35541,-1.3137,-1.39711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18238,-0.298521,-0.5443,-0.411979,0.0123588,0.0123588,0.0123588,1,0,0,0,0.5,-0.60472,-0.86885,-0.896653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18239,1.58164,0.0729737,-0.0820829,0.010211,0.010211,0.010211,1,0,0,0,0.5,-1.42491,-1.3137,-1.49442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18240,-0.298525,-0.544297,-0.411991,0.0123572,0.0123572,0.0123572,1,0,0,0,0.5,-0.60472,-0.86885,-0.896653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18241,1.58257,0.0582434,-0.07896,0.00937771,0.00937771,0.00937771,1,0,0,0,0.5,-1.39711,-1.272,-1.41101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18242,-0.439261,-0.550338,-0.404353,0.00876623,0.00876623,0.00876623,1,0,0,0,0.5,-0.0903604,-0.507408,-0.52131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18243,1.57743,0.0647146,-0.115501,0.0099891,0.0099891,0.0099891,1,0,0,0,0.5,-1.41101,-1.272,-1.38321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18244,-0.44469,-0.557566,-0.402681,0.00849632,0.00849632,0.00849632,1,0,0,0,0.5,0.980063,0.757637,0.576916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18245,1.58139,0.013865,-0.166961,0.0113485,0.0113485,0.0113485,1,0,0,0,0.5,-1.45272,-1.2859,-1.35541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18246,-0.51118,-0.508023,-0.41376,0.00601903,0.00601903,0.00601903,1,0,0,0,0.5,-0.201573,-0.618621,-0.646424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18247,1.55249,0.336021,0.897017,0.0115392,0.0115392,0.0115392,1,0,0,0,0.5,-0.382294,-0.104262,-0.382294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18248,-0.511258,-0.508089,-0.414866,0.00618459,0.00618459,0.00618459,1,0,0,0,0.5,-0.201573,-0.618621,-0.646424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18249,1.55842,0.33523,0.89618,0.0107672,0.0107672,0.0107672,1,0,0,0,0.5,-0.382294,-0.104262,-0.382294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18250,-0.510382,-0.514003,-0.411937,0.00804667,0.00804667,0.00804667,1,0,0,0,0.5,0.17377,-0.145967,-0.271081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18251,1.61559,0.192216,0.497925,0.0131903,0.0131903,0.0131903,1,0,0,0,0.5,0.590818,0.618621,0.535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18252,-0.495912,-0.535621,-0.405748,0.00937529,0.00937529,0.00937529,1,0,0,0,0.5,0.549113,0.423999,0.312786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18253,1.50998,0.145291,0.400154,0.023351,0.023351,0.023351,1,0,0,0,0.5,0.132065,0.0625573,-0.340589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18254,-0.544389,-0.52406,-0.407314,0.00890684,0.00890684,0.00890684,1,0,0,0,0.5,-0.034754,-0.465704,-0.563015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18255,1.56778,0.00276438,-0.10273,0.0107034,0.0107034,0.0107034,1,0,0,0,0.5,-1.18859,-0.993964,-1.3137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18256,-0.563393,-0.507887,-0.411782,0.0110665,0.0110665,0.0110665,1,0,0,0,0.5,-0.354491,-0.632523,-0.618621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18257,1.60804,-0.0074462,-0.1791,0.0133394,0.0133394,0.0133394,1,0,0,0,0.5,-1.11908,-0.924456,-1.10518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18258,-0.562555,-0.51624,-0.407761,0.00833048,0.00833048,0.00833048,1,0,0,0,0.5,0.0486557,-0.465704,-0.563015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18259,1.59762,-0.00832518,-0.183039,0.011228,0.011228,0.011228,1,0,0,0,0.5,-1.11908,-0.924456,-1.10518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18260,-0.559252,-0.521628,-0.40762,0.01107,0.01107,0.01107,1,0,0,0,0.5,0.674228,0.17377,-0.0208524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18261,1.59769,-0.0217898,-0.184945,0.0140074,0.0140074,0.0140074,1,0,0,0,0.5,-1.10518,-0.993964,-1.24419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18262,-0.545051,-0.540553,-0.402641,0.00592069,0.00592069,0.00592069,1,0,0,0,0.5,-0.326688,-0.4379,-0.507408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18263,-0.558397,-0.54064,-0.400431,0.00986157,0.00986157,0.00986157,1,0,0,0,0.5,0.0764589,-0.493507,-0.563015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18264,1.73675,0.172147,0.687782,0.0237276,0.0237276,0.0237276,1,0,0,0,0.5,-1.50832,-1.25809,-1.53613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18265,-0.600776,-0.5154,-0.40692,0.0106532,0.0106532,0.0106532,1,0,0,0,0.5,-0.660326,-0.688129,-0.674227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18266,1.2486,-0.0572823,-0.0100586,0.00981197,0.00981197,0.00981197,1,0,0,0,0.5,0.590818,0.229376,-0.0903604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18267,-0.587343,-0.531819,-0.402119,0.00920482,0.00920482,0.00920482,1,0,0,0,0.5,0.0069509,-0.549113,-0.618621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18268,1.43173,-0.211806,-0.523777,0.0154147,0.0154147,0.0154147,1,0,0,0,0.5,-1.2859,-1.11908,-1.14688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18269,-0.583263,-0.556836,-0.394103,0.00501702,0.00501702,0.00501702,1,0,0,0,0.5,-0.382294,-0.896653,-0.938358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18270,1.764,0.103907,0.652585,0.0124406,0.0124406,0.0124406,1,0,0,0,0.5,-1.42491,-1.38321,-1.56393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18271,-0.639064,-0.528899,-0.415426,0.010465,0.010465,0.010465,1,0,0,0,0.5,0.201573,0.118164,-0.104262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18272,1.39594,-0.243507,-0.487148,0.0204413,0.0204413,0.0204413,1,0,0,0,0.5,-1.20249,-1.10518,-1.20249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18273,-0.754365,-0.533288,-0.404386,0.00838675,0.00838675,0.00838675,1,0,0,0,0.5,-0.326688,-0.340589,-0.396196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
