splat_id,pos_x,pos_y,pos_z,scale_x,scale_y,scale_z,rot_w,rot_x,rot_y,rot_z,opacity,sh0_r,sh0_g,sh0_b,shN_0_r,shN_0_g,shN_0_b,shN_1_r,shN_1_g,shN_1_b,shN_2_r,shN_2_g,shN_2_b,shN_3_r,shN_3_g,shN_3_b,shN_4_r,shN_4_g,shN_4_b,shN_5_r,shN_5_g,shN_5_b,shN_6_r,shN_6_g,shN_6_b,shN_7_r,shN_7_g,shN_7_b,shN_8_r,shN_8_g,shN_8_b,shN_9_r,shN_9_g,shN_9_b,shN_10_r,shN_10_g,shN_10_b,shN_11_r,shN_11_g,shN_11_b,shN_12_r,shN_12_g,shN_12_b,shN_13_r,shN_13_g,shN_13_b,shN_14_r,shN_14_g,shN_14_b
0,1.89701,-2.06392,-1.22377,0.0426706,0.0426706,0.0426706,1,0,0,0,0.5,-0.549113,-0.17377,-0.674227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-2.75496,-0.305692,0.907331,0.0110785,0.0110785,0.0110785,1,0,0,0,0.5,1.2859,0.882752,0.688129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-3.15775,-0.0896899,-0.29309,0.0081183,0.0081183,0.0081183,1,0,0,0,0.5,-1.55003,-1.48052,-1.53613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2.8119,-1.40516,0.390799,0.0133285,0.0133285,0.0133285,1,0,0,0,0.5,0.271081,0.298884,0.271081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-2.75658,-0.181224,0.870917,0.00981276,0.00981276,0.00981276,1,0,0,0,0.5,0.646424,0.271081,0.17377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-2.72799,-0.239139,1.25309,0.013035,0.013035,0.013035,1,0,0,0,0.5,0.618621,0.423999,0.243278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-2.79355,-0.637111,0.0574495,0.0116721,0.0116721,0.0116721,1,0,0,0,0.5,0.618621,0.326688,0.0903605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-2.78021,-0.517449,0.386973,0.0111462,0.0111462,0.0111462,1,0,0,0,0.5,0.354491,0.0069509,-0.368392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-2.78098,-0.536537,0.391568,0.0109087,0.0109087,0.0109087,1,0,0,0,0.5,-0.396196,-0.799342,-0.674227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-2.77951,-0.517274,0.42304,0.00996687,0.00996687,0.00996687,1,0,0,0,0.5,-0.187672,-0.757637,-0.78544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-2.77921,-0.514197,0.434202,0.0108577,0.0108577,0.0108577,1,0,0,0,0.5,-0.298884,-0.590818,-0.563015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-2.77922,-0.543786,0.470652,0.0134153,0.0134153,0.0134153,1,0,0,0,0.5,0.702031,0.326688,0.0625573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-2.77957,-0.531162,0.486144,0.0103102,0.0103102,0.0103102,1,0,0,0,0.5,0.729834,0.326688,0.187672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-2.77203,-0.454851,0.596439,0.00961974,0.00961974,0.00961974,1,0,0,0,0.5,-0.326688,-0.632523,-0.507408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-2.77201,-0.454846,0.59644,0.00961901,0.00961901,0.00961901,1,0,0,0,0.5,-0.326688,-0.632523,-0.507408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-2.77298,-0.483323,0.576481,0.0151481,0.0151481,0.0151481,1,0,0,0,0.5,0.660326,0.17377,0.0764589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-2.77558,-0.496391,0.558868,0.00778808,0.00778808,0.00778808,1,0,0,0,0.5,0.674228,0.312786,0.118164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-2.77558,-0.496391,0.558868,0.00778808,0.00778808,0.00778808,1,0,0,0,0.5,0.674228,0.312786,0.118164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-2.77496,-0.509506,0.607156,0.0124978,0.0124978,0.0124978,1,0,0,0,0.5,0.799342,0.465704,0.284983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-2.77047,-0.457525,0.628846,0.00890032,0.00890032,0.00890032,1,0,0,0,0.5,0.702031,0.340589,0.229376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-2.76073,-0.423008,0.878355,0.0107048,0.0107048,0.0107048,1,0,0,0,0.5,0.646424,0.396196,0.201573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-2.73395,-0.28901,1.40828,0.00806796,0.00806796,0.00806796,1,0,0,0,0.5,0.715932,0.396196,0.201573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,-2.73411,-0.288799,1.40835,0.00808362,0.00808362,0.00808362,1,0,0,0,0.5,0.715932,0.396196,0.201573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-2.72915,-0.273188,1.51481,0.00746196,0.00746196,0.00746196,1,0,0,0,0.5,0.535212,0.201573,0.118164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-2.79186,-0.6773,0.135456,0.00976799,0.00976799,0.00976799,1,0,0,0,0.5,0.854948,0.493507,0.312786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-2.78951,-0.63629,0.195174,0.00899348,0.00899348,0.00899348,1,0,0,0,0.5,-0.229376,-0.702031,-0.688129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-2.78258,-0.575527,0.437302,0.00909959,0.00909959,0.00909959,1,0,0,0,0.5,-0.340589,-0.465704,-0.451802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-2.78048,-0.599029,0.450109,0.0103959,0.0103959,0.0103959,1,0,0,0,0.5,-0.229376,-0.576916,-0.646424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-2.7678,-0.547639,0.67915,0.0141299,0.0141299,0.0141299,1,0,0,0,0.5,0.17377,-0.0903604,-0.104262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-2.75722,-0.438509,0.975501,0.0104319,0.0104319,0.0104319,1,0,0,0,0.5,0.660326,0.382294,0.132065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-1.50244,-1.2178,-0.133057,0.0144638,0.0144638,0.0144638,1,0,0,0,0.5,0.451802,0.284983,0.132065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-1.50107,-1.23552,-0.126221,0.0136942,0.0136942,0.0136942,1,0,0,0,0.5,0.4379,0.187672,0.132065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-2.79758,-0.736588,-0.0350812,0.00770235,0.00770235,0.00770235,1,0,0,0,0.5,-1.09128,-0.966161,-1.06347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-2.79881,-0.736124,-0.03505,0.00780842,0.00780842,0.00780842,1,0,0,0,0.5,-1.09128,-0.966161,-1.06347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,-2.80036,-0.767111,-0.0297466,0.0107204,0.0107204,0.0107204,1,0,0,0,0.5,-0.980063,-1.13298,-1.14688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-2.79276,-0.727725,0.104084,0.00792404,0.00792404,0.00792404,1,0,0,0,0.5,-0.396196,-0.86885,-0.896653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-2.79133,-0.720283,0.156761,0.0153448,0.0153448,0.0153448,1,0,0,0,0.5,0.882752,0.60472,0.507408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-2.79027,-0.742655,0.161655,0.00877731,0.00877731,0.00877731,1,0,0,0,0.5,0.702031,0.354491,0.17377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-2.79162,-0.728187,0.186986,0.0115212,0.0115212,0.0115212,1,0,0,0,0.5,-0.396196,-0.771539,-0.757637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,-2.78189,-0.63847,0.4404,0.0119376,0.0119376,0.0119376,1,0,0,0,0.5,0.618621,0.354491,0.0764589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-2.78101,-0.609652,0.501969,0.0108978,0.0108978,0.0108978,1,0,0,0,0.5,-0.271081,-0.702031,-0.646424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,-2.78,-0.648908,0.492833,0.00992485,0.00992485,0.00992485,1,0,0,0,0.5,-0.368392,-0.702031,-0.590818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,-2.7757,-0.626391,0.621203,0.00956748,0.00956748,0.00956748,1,0,0,0,0.5,-0.4379,-0.479605,-0.52131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-2.77476,-0.626713,0.621524,0.00969258,0.00969258,0.00969258,1,0,0,0,0.5,-0.4379,-0.479605,-0.52131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,-2.77309,-0.596913,0.66056,0.00903099,0.00903099,0.00903099,1,0,0,0,0.5,0.674228,0.340589,0.118164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,-2.77073,-0.579318,0.687722,0.00935574,0.00935574,0.00935574,1,0,0,0,0.5,-0.298884,-0.757637,-0.660326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-2.74121,-0.57319,0.835585,0.0128652,0.0128652,0.0128652,1,0,0,0,0.5,-0.034754,0.0347541,0.118164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-2.75601,-0.526756,0.913428,0.00821063,0.00821063,0.00821063,1,0,0,0,0.5,-0.479605,-0.771539,-0.702031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,-2.76086,-0.52562,0.910936,0.00806331,0.00806331,0.00806331,1,0,0,0,0.5,-0.479605,-0.771539,-0.702031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-2.75609,-0.528861,1.00684,0.0141541,0.0141541,0.0141541,1,0,0,0,0.5,0.549113,0.312786,0.0903605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-2.75026,-0.500729,1.15429,0.00759879,0.00759879,0.00759879,1,0,0,0,0.5,0.771539,0.465704,0.298884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,-2.7506,-0.507887,1.15445,0.0123824,0.0123824,0.0123824,1,0,0,0,0.5,0.757637,0.451802,0.284983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,-2.79746,-0.795548,0.00526302,0.0144441,0.0144441,0.0144441,1,0,0,0,0.5,-0.771539,-0.854948,-0.841047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,-2.79441,-0.777935,0.116278,0.0131282,0.0131282,0.0131282,1,0,0,0,0.5,-0.451802,-0.632523,-0.507408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-2.79034,-0.780963,0.220376,0.0121409,0.0121409,0.0121409,1,0,0,0,0.5,-0.410097,-0.715932,-0.688129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,-2.77887,-0.672505,0.527226,0.0047996,0.0047996,0.0047996,1,0,0,0,0.5,0.702031,0.368392,0.25718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,-2.77599,-0.677746,0.602343,0.0113787,0.0113787,0.0113787,1,0,0,0,0.5,0.660326,0.396196,0.159868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,-2.76539,-0.636585,0.88116,0.0107948,0.0107948,0.0107948,1,0,0,0,0.5,0.799342,0.465704,0.326688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,-2.74242,-0.537626,1.29688,0.0102637,0.0102637,0.0102637,1,0,0,0,0.5,0.60472,0.368392,0.0903605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,-2.73156,-0.445476,1.56602,0.00962749,0.00962749,0.00962749,1,0,0,0,0.5,-0.0764588,-0.271081,-0.298884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-2.73175,-0.44543,1.56594,0.00962325,0.00962325,0.00962325,1,0,0,0,0.5,-0.0764588,-0.271081,-0.298884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,-2.79889,-0.900511,0.0419426,0.00769107,0.00769107,0.00769107,1,0,0,0,0.5,0.563015,0.410097,0.382294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,-2.79232,-0.837554,0.141157,0.00769064,0.00769064,0.00769064,1,0,0,0,0.5,0.576916,0.396196,0.271081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,-2.78054,-0.816479,0.402275,0.0108413,0.0108413,0.0108413,1,0,0,0,0.5,-0.201573,-0.590818,-0.590818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-2.78455,-0.815019,0.401211,0.0101702,0.0101702,0.0101702,1,0,0,0,0.5,-0.201573,-0.590818,-0.590818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,-2.77842,-0.773018,0.486839,0.00792618,0.00792618,0.00792618,1,0,0,0,0.5,0.674228,0.396196,0.243278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,-2.76812,-0.725851,0.697768,0.0122836,0.0122836,0.0122836,1,0,0,0,0.5,0.95226,0.715932,0.493507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,-2.7714,-0.723277,0.74806,0.00898765,0.00898765,0.00898765,1,0,0,0,0.5,-0.187672,-0.396196,-0.354491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,-2.77091,-0.685391,0.771401,0.00839872,0.00839872,0.00839872,1,0,0,0,0.5,-0.243278,-0.549113,-0.52131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,-2.77097,-0.685396,0.771349,0.00840154,0.00840154,0.00840154,1,0,0,0,0.5,-0.243278,-0.549113,-0.52131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,-2.76937,-0.696175,0.797558,0.0111417,0.0111417,0.0111417,1,0,0,0,0.5,-0.201573,-0.563015,-0.479605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,-2.76664,-0.669119,0.84578,0.00901936,0.00901936,0.00901936,1,0,0,0,0.5,-0.688129,-0.799342,-0.799342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,-2.75904,-0.669157,1.00288,0.0140333,0.0140333,0.0140333,1,0,0,0,0.5,0.910555,0.60472,0.368392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,-2.75537,-0.624354,1.08785,0.00896665,0.00896665,0.00896665,1,0,0,0,0.5,0.827145,0.563015,0.382294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,-2.73002,-0.513715,1.62138,0.00610747,0.00610747,0.00610747,1,0,0,0,0.5,0.340589,0.159868,0.0208525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,-1.5743,-1.44596,-0.138474,0.0108089,0.0108089,0.0108089,1,0,0,0,0.5,-0.132065,-0.132065,-0.159868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,-2.79763,-0.910437,0.0676995,0.0101389,0.0101389,0.0101389,1,0,0,0,0.5,-0.312786,-0.674227,-0.632523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,-2.79355,-0.93613,0.185424,0.0134722,0.0134722,0.0134722,1,0,0,0,0.5,0.757637,0.660326,0.535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,-2.79176,-0.872113,0.305367,0.012655,0.012655,0.012655,1,0,0,0,0.5,-0.312786,-0.312786,-0.312786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,-2.79176,-0.872113,0.305367,0.012655,0.012655,0.012655,1,0,0,0,0.5,-0.312786,-0.312786,-0.312786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,-2.78352,-0.87174,0.481785,0.0104884,0.0104884,0.0104884,1,0,0,0,0.5,0.0903605,-0.187672,-0.340589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,-2.77654,-0.799846,0.641989,0.010197,0.010197,0.010197,1,0,0,0,0.5,-0.0486556,-0.465704,-0.479605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-2.76566,-0.826384,0.667499,0.0138626,0.0138626,0.0138626,1,0,0,0,0.5,-0.396196,-0.729834,-0.729834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,-2.77484,-0.834993,0.683399,0.0108435,0.0108435,0.0108435,1,0,0,0,0.5,0.201573,-0.298884,-0.410097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,-2.75987,-0.730767,0.986988,0.00792418,0.00792418,0.00792418,1,0,0,0,0.5,0.0208525,-0.368392,-0.423999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,-2.75975,-0.730699,0.987406,0.00788289,0.00788289,0.00788289,1,0,0,0,0.5,0.0208525,-0.368392,-0.423999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,-2.78499,-0.920769,0.474468,0.0122453,0.0122453,0.0122453,1,0,0,0,0.5,-0.493507,-0.632523,-0.618621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
